Internal_ID;Short_title;Article_code;EAN;SKU;NL_Geschikt_voor;NL_Resolutie;NL_Helderheid;NL_Contrast;NL_Projectieverhouding_Throw_Ratio;NL_Projectietechnologie;NL_Branduren_gemiddeld;NL_Keystone_Opties;NL_Smart_functies;NL_Beeldverhouding_Aspect_Ratio;NL_Connectiviteit;NL_Input_Lag;NL_Geluidsniveau;NL_WIFI;NL_Afmetingen;NL_Minimale_Schermgrootte_Diagonaal;NL_Maximale_Schermgrootte_Diagonaal;NL_Gewicht;NL_Garantie;NL_plus;NL_min
136674334;"Optoma H190X - HD Ready - Home Cinema Beamer";5055387664845;5055387664845;6293719;"Home Cinema & Gamen";"1280 x 800 WXGA";"3900 ANSI Lumen";"30.000:1 ";;;;;;;;;28dB;"Nee (middels dongle)";"34x21x11 cm";;;3,8Kg;"24 Maanden";"Eenvoudig mee te nemen";"Geen FULL HD"
138041937;"Epson - EH-LS800B - 4K - 4000 lumen";LS800W-Zwart;8715946710440;EPS-V11HA90140;"Home Cinema & Smart TV";"3840 x 2160    4K UHD";"4000 ANSI Lumen";"2.500.000:1 ";;;;;;;;;26dB;Ja;"70x35x16 cm";;;12,2Kg;"60 Maanden";"Extreem dicht op de muur te plaatsen";Geen
138042654;"Epson EH-LS800W - 4K - 4000 Lumen - Laser";LS800W-Wit;8715946710433;" EPS-V11HA90040";"Home Cinema & Smart TV";"3840 x 2160    4K UHD";"4000 ANSI Lumen";"2.500.000:1 ";;;;;;;;;26dB;Ja;"70x35x16 cm";;;12,2Kg;"60 Maanden";"Extreem dicht op de muur te plaatsen";Geen
138043889;"Epson CO-W01 - WXGA - 3000 Lumen";8715946706849;8715946706849;EPS-V11HA86040;"Home Cinema & Onderweg";"1280 x 800 WXGA";"3000 ANSI Lumen";"50.000:1 ";;;;;;;;;33dB;"Nee (middels dongle)";"30x22x09 cm";;;2,4Kg;"36 Maanden";"Snel opzetten en meenemen";"Geen FULL HD"
138044461;"Epson CO-FH02 - FHD - 3000 Lumen";8715946706832;8715946706832;EPS-V11HA85040;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"3000 ANSI Lumen";"50.000:1 ";;;;;;;;;33dB;"Nee (middels dongle)";"32x22x09 cm";;;2,4Kg;"36 Maanden";"Snel opzetten en meenemen";"Geen HDMI kabel meegeleverd"
138728646;"Optoma UHD35STx ";5055387666443;5055387666443;7773856;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3600 ANSI Lumen";"1000000:1 ";0.50:1;DLP;15.000;"Horizontale en verticale keystone";⛔;16:9;"Inputs 2 x HDMI 2.0 Outputs 1 x Audio 3.5mm, 1 x S/PDIF, 1 x USB-A power 1.5A Control 1 x RS232, 1 x 12V trigger";"4,2 ms";26dB;"Nee (middels dongle)";"31x27x12 cm";;;3,9Kg;"24 Maanden";"Short Throw Model";"Geen HDMI kabel meegeleverd"
140777177;"Viewsonic LS920WU";766907008715;766907008715;;"Grote zalen en Lichte ruimtes";"1920 x 1200  WUXGA";"6000 ANSI Lumen";"3.000.000:1 ";1.36-2.18;Laser;20.000;"Keystone: H:+/-40° , V:+/-40° Lensverschuiving V. Bereik: +50%, -50% Lensverschuiving H. bereik: +23%, -23%";⛔;16:10;"12-Volt Trigger. Audio In: Mini Jack. Audio In: RCA. Audio Out: Mini Jack. Composite: RCA. HDBaseT: RJ-45. HDMI (HDCP 2.2) x 2. Network: RJ-45.";"16 ms";26dB;"Nee (middels dongle)";"40x30x15 cm";;;6,5Kg;"36 Maanden";"Slimme investering op lange termijn";"Geen dongle meegeleverd"
140788898;"Sony VPL-XW5000 B";XW5000-Zwart;4548736132900;;"High End Home Cinema";"3840 x 2160  Native 4K UHD";"2000 ANSI Lumen";"Oneindig:1 ";"1.38:1 - 2.21:1";Laser;20.000;" lens shift. Manual, Vertical +/- 71%, Horizontal +/- 25%. Hardware. Projection lens zoom / focus. Manual (Approx. x1.60)";⛔;16:9;"HDMI 2 inputs (HDCP 2.3), Digital (RGB/Y Pb/CbPr/Cr) TRIGGER Mini jack, DC 12V Max.100 mA REMOTE RS-232C, D-sub 9-pin (male) LAN RJ45, 10BASE-T/100BASE-TX IR IN Mini jack USB Type A, DC 5 V, Max. 500 mA";"21 ms";21dB;Ja;"47x46x20 cm";;;13Kg;"36 Maanden";"IMAX Enhanced";"Vrij zwaar (12,7kg)"
140791738;"Sony VPL-XW5000 W";"XW5000- Wit";4548736132917;10445470;"High End Home Cinema";"3840 x 2160  Native 4K UHD";"2000 ANSI Lumen";"Oneindig:1 ";"1.38:1 - 2.21:1 ";Laser;20.000;" lens shift. Manual, Vertical +/- 71%, Horizontal +/- 25%. Hardware. Projection lens zoom / focus. Manual (Approx. x1.60)";⛔;16:9;"HDMI 2 inputs (HDCP 2.3), Digital (RGB/Y Pb/CbPr/Cr) TRIGGER Mini jack, DC 12V Max.100 mA REMOTE RS-232C, D-sub 9-pin (male) LAN RJ45, 10BASE-T/100BASE-TX IR IN Mini jack USB Type A, DC 5 V, Max. 500 mA";"21 ms";21dB;Ja;"47x46x20 cm";;;13Kg;"36 Maanden";"IMAX Enhanced";"Vrij zwaar (12,7kg)"
140799041;"Sony VPL-XW7000 B ";4548736132887;4548736132887;;"High End Home Cinema";"3840 x 2160  Native 4K UHD";"3200 ANSI Lumen";"Oneindig:1 ";"1.35:1 - 2.84:1 ";Laser;20.000;"Lens Shift -85% / +85% - 2,1 x Zoom";⛔;16:9;"12-Volt Trigger HDMI 2.3 (HDCP) x 2 Network: RJ-45 RS232: DB-9pin USB";"21 ms";21dB;Ja;"47x46x20 cm";;;14Kg;"36 Maanden";"IMAX Enhanced";"Vrij zwaar (14kg)"
140799216;"Sony VPL-XW7000 W";4548736132894;4548736132894;;"High End Home Cinema";"3840 x 2160  Native 4K UHD";"3200 ANSI Lumen";"Oneindig:1 ";"1.35:1 - 2.84:1 ";Laser;20.000;"Lens Shift -85% / +85% - 2,1 x Zoom";⛔;16:9;"12-Volt Trigger HDMI 2.3 (HDCP) x 2 Network: RJ-45 RS232: DB-9pin USB";"21 ms";21dB;Ja;"47x46x20 cm";;;14Kg;"36 Maanden";"IMAX Enhanced";"Vrij zwaar (12,7kg)"
141893477;"Epson EB-FH06 - FHD";8715946680576;8715946680576;;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"3500 ANSI Lumen";"16.000:1 ";"1,22 - 1,47 :1";3LCD;12.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:9;"USB 2.0-A, USB 2.0, Wireless LAN IEEE 802.11b/g/n (optional), VGA in, HDMI in (2x), Composite in";"5 ms";28dB;"Nee (middels dongle)";"30x25x9 cm";;;27,Kg;"24 Maanden";"Lange levensduur (10.000 uur)";"Extern geluid noodzakelijk"
142051549;"Optoma ZW350E - WXGA - 4000 lumen - Laser Projector";5055387666382;5055387666382;7862045;"Kantoor & School";"1280 x 800 WXGA";"4000 ANSI Lumen";"2.000.000:1 ";"1.54:1 ~ 1.72:1";Laser;30.000;"1.1x zoom, automatische verticale keystone";⛔;16:10;"Inputs 2 x HDMI 1.4a 3D support. Outputs 1 x Audio 3.5mm, 1 x USB-A power 1.5A. Control 1 x RS232.";"4,2 ms";31dB;"Nee (middels dongle)";"27x22x11 cm";;;4,2Kg;"24 Maanden";"Laser lichtbron met lange levensduur (20.000 uur)";"Geen dongle meegeleverd"
142082145;"JVC DLA-NP5 Zwart";jvcnp5-Zwart;4975769457159;;"Home Cinema & Gamen";"4096 x 2160 Native 4K";"1900 ANSI Lumen";"400.000:1 ";"1.43 - 2.94:1";D-ILA;15.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:9;"2 HDMI 2.1 48 Gbps, 3D, Deep Color, HDCP 2.3 sockets, 1 USB Type A (for firmware update only), 1 RS232C connector, 1 LAN socket and 1 Sync. 3D (3-pin mini DIN).";"33 ms";24dB;"Nee (middels dongle)";"50x49x23 cm";;;19,2Kg;"24 Maanden";"Diepe zwartwaarden ";"Met 19Kg vrij zwaar te noemen"
142186129;"JVC DLA-NP5 Wit";jvcnp5-Wit;4975769021985;;"Home Cinema & Gamen";"4096 x 2160 Native 4K";"1900 ANSI Lumen";"400.000:1 ";"1.43 - 2.94:1";D-ILA;15.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:9;"2 HDMI 2.1 48 Gbps, 3D, Deep Color, HDCP 2.3 sockets, 1 USB Type A (for firmware update only), 1 RS232C connector, 1 LAN socket and 1 Sync. 3D (3-pin mini DIN).";"33 ms";24dB;"Nee (middels dongle)";"50x49x23 cm";;;19,2Kg;"24 Maanden";"Diepe zwartwaarden ";"Met 19Kg vrij zwaar te noemen"
142190181;"JVC DLA-NZ7";4975769021961;4975769021961;;"Home Cinema & Gamen";"7680 x 4320      8K UHD";"2200 ANSI Lumen";"Oneindig :1";" 1.35-2.75:1";Laser;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:9;"HDMI 2.1/HDCP 2.3 inputs (x2, 48 Gbps) 3D sync output (Mini Din 3-pin) 12v DC/100ma trigger output (3.5 mm) RS-232C control (D-sub 9-pin) USB-A (service only) LAN control (RJ-45)";"27 ms";24dB;"Nee (middels Dongle of Chromecast)";"50x50x24 cm";;;22,5Kg;"36 Maanden";"Ondersteund 8K60p en 4K120p ingangssignalen";"Aan/uit-schakeltijd duurt iets langer "
142217459;"JVC DLA-NZ800";4975769021954;4975769021954;;"Home Cinema & Gamen";"7680 x 4320      8K UHD";"2700 ANSI Lumen";"Oneindig :1";1.43-2.92:1;Laser;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:9;"two HDMI 2.1 inputs both inputs accept 8K/60p and 4K/120p signals both inputs are HDCP 2.3 compatible use an HDMI 2.1 cable to ensure the best possible picture quality does not support CEC (remote control via HDMI) RJ-45 LAN port for controlling the proje";"33 ms";24dB;"Nee (middels Dongle of Chromecast)";"50x50x24 cm";;;23,1Kg;"36 Maanden";"Auto-Calibration Function via een optical sensor";"Aan/uit-schakeltijd duurt iets langer "
142246957;"JVC DLA-NZ900";4975769021947;4975769021947;;"Home Cinema & Gamen";"7680 x 4320      8K UHD";"3300 ANSI Lumen";"Oneindig :1";"1.35 - 2.75:1";Laser;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:9;"HDMI Inputs	2 (48Gbps / 8K60p / 4K120p / HDCP 2.3) USB Ports	1 (USB type A for firmware updates) RS232 Connector	Yes Ethernet Port	Yes Triggers	1 (mini jack, DC12V/100mA)";"33 ms";24dB;"Nee (middels Dongle of Chromecast)";"50x50x24 cm";;;23,1Kg;"36 Maanden";"Auto-Calibration Function via een optical sensor";"Vrij zwaar (30,7kg)"
142247563;"JVC LX-NZ30 Zwart";NZ30-Zwart;4975769475566;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"∞:1 (Dynamisch contrast ratio)";"1.36 - 2.17:1";Laser;20.000;"Horizontaal 40 °,  Verticaal 40 °.";⛔;16:9;"2 HDMI 2.0 inputs. DisplayPort 1.2a input allows direct connection from a compatible PC. USB-A port for service only. USB-C supports USB Direct Connect. 9-pin RS-232C port for external control of the projector via compatible computer or third-party contro";"25 ms";29dB;"Nee (middels Dongle of Chromecast)";"40x34x15 cm";;;5,9Kg;"24 Maanden";"Lens Shift +/-60% verticaal & +/-23% horizontaal";"Geen HDMI kabel meegeleverd"
142292050;"JVC LX-NZ30 Wit";NZ30-Wit;4975769475573;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"∞:1 (Dynamisch contrast ratio)";"1.36 - 2.17:1";Laser;20.000;"Horizontaal 40 °,  Verticaal 40 °.";⛔;16:9;"2 HDMI 2.0 inputs. DisplayPort 1.2a input allows direct connection from a compatible PC. USB-A port for service only. USB-C supports USB Direct Connect. 9-pin RS-232C port for external control of the projector via compatible computer or third-party contro";"25 ms";29dB;"Nee (middels Dongle of Chromecast)";"40x34x15 cm";;;5,9Kg;"24 Maanden";"Lens Shift +/-60% verticaal & +/-23% horizontaal";"Geen HDMI kabel meegeleverd"
142302138;"Viewsonic X2-4K";766907019551;766907019551;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2900 ANSI Lumen";"3.000.000:1 ";0.69-0.83:1;LED;30.000;"Horizontaal 40 °,  Verticaal 40 °.";✅;16:9;"HDMI: 2. (HDMI 2.0, HDCP 1.4/2.2) USB Type C: 1 (5V/1A) Audio-in (Bluetooth): 1 (BT4.2) USB Type A: 1. (USB2.0 Reader) Wifi Input: 1 (5Gn)";"33 ms";33dB;"Ja (Apps middels Dongle of Chromecast)";"35x25x12 cm";;;5,5Kg;"36 Maanden";"Lage input lag 4,2ms";"Geen HDMI kabel meegeleverd"
142381593;"Epson LightScene EV-110 - WXGA - 2200 Lumen";8715946689326;8715946689326;EPS-V11HA22040;"Winkels & Bedrijven";"1280 x 800 WXGA";"2200 ANSI Lumen";"20.000:1 ";"1.38 to 2.19:1";3LCD;20.000;"Horizontale en verticale keystone";⛔;16:10;"1x HDMI Audio, Video Input 1x 1/8"" / 3.5 mm Mini Audio Output 1x RJ45 (Ethernet) LAN 1x USB-A 2.0 Power Output 1x Mini-USB 2.0 Service Input";;34dB;Ja;"53x47x25 cm";;;5,0Kg;"60 Maanden";"Discreet model";"Geen HDMI kabel meegeleverd"
142472089;"Epson LightScene EV-115 - WXGA - 2200 Lumen";8715946689333;8715946689333;EPS-V11HA22140;"Winkels & Bedrijven";"1280 x 800 WXGA";"2200 ANSI Lumen";"20.000:1 ";"1.38 to 2.19:1";3LCD;20.000;"Horizontale en verticale keystone";⛔;16:10;"1x HDMI Audio, Video Input 1x 1/8"" / 3.5 mm Mini Audio Output 1x RJ45 (Ethernet) LAN 1x USB-A 2.0 Power Output 1x Mini-USB 2.0 Service Input";;34dB;Ja;"53x47x25 cm";;;5,0Kg;"60 Maanden";"Discreet model";"Geen HDMI kabel meegeleverd"
142557750;"Epson EB-800F - FHD - 5000 Lumen";eb800f-Wit;8715946688992;EPS-V11H923540;"Zakelijk gebruik";"1920 x 1080 FULL HD";"5000 ANSI Lumen";"2.500.000:1 ";0.27-0.37:1;3LCD;20.000;"Horizontale en verticale keystone";⛔;16:10;"HDBaseT, HDMI, VGA, RCA, USB-A, RS-232 and RJ45 LAN connectivity";;27dB;Ja;"45,8 x 37,5 x 21 cm";;;9,4Kg;"60 Maanden";"Ultra Short Throw lens voor grote projecties op korte afstand";"Geen HDMI kabel meegeleverd"
142559036;"Epson EB-805F - FHD - 5000 Lumen";eb800f-Zwart;8715946688695;EPS-V11H923640;"Zakelijk gebruik";"1920 x 1080 FULL HD";"5000 ANSI Lumen";"2.500.000:1 ";0.27-0.37:1;3LCD;20.000;"Horizontale en verticale keystone";⛔;16:10;"HDBaseT, HDMI, VGA, RCA, USB-A, RS-232 and RJ45 LAN connectivity";;27dB;Ja;"45,8 x 37,5 x 21 cm";;;9,4Kg;"60 Maanden";"Ultra Short Throw lens voor grote projecties op korte afstand";"Geen HDMI kabel meegeleverd"
142604090;"Epson EB-L520U - 4K - 5200 Lumen";EPS-V11HA30040;8715946695563;EPS-V11HA30040;"Zakelijk gebruik";"1920 x 1200  WUXGA";"5200 ANSI Lumen";"2.500.000:1 ";;;;;;;;;31dB;"Nee (middels Dongle of Chromecast)";"44x30x12 cm";;;7,7Kg;"36 Maanden";"Hoog aantal lumen voor overdag";"Geen HDMI kabel meegeleverd"
142621137;"Epson EB-L530U - 4K - 5200 Lumen";EPS-V11HA27040;8715946695334;EPS-V11HA27040;"Zakelijk gebruik";"1920 x 1200  WUXGA";"5200 ANSI Lumen";"2.500.000:1 ";"1.35:1 - 2.20:1";3LCD;20.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:10;"HDMI (HDCP 2.3) (2x) HDMI out HDBaseT VGA in (2x) VGA out (shared with VGA2-in) USB 2.0 Type A (2x) USB 2.0 Type B Stereo mini jack audio in (2x) Stereo mini jack audio out RJ-45 Ethernet Interface RS-232C Control Wireless LAN IEEE 802.11a/b/g/n/ac Wirele";"27 ms";31dB;Ja;"44x30x12 cm";;;7,7Kg;"36 Maanden";"Hoog aantal lumen voor overdag";"Geen HDMI kabel meegeleverd"
142715870;"Epson EB-L635SU - WUXGA - 6000 Lumen - Laser";EPS-V11HA29140;8715946695372;;"Grote zalen en Lichte ruimtes";"1920 x 1200  WUXGA";"6000 ANSI Lumen";"2.500.000:1 ";0.80:1;3LCD;30.000;"Horizontaal 40 °,  Verticaal 40 °. Vertical Lens Shift (-50%, +50%)";⛔;16:10;"USB 2.0 ports quantity. 2. HDBaseT port. Ethernet LAN (RJ-45) ports. 1. HDMI connector type. Full-size. Network. Wifi. Ethernet LAN. ";"27 ms";27dB;Ja;"44x34x14 cm";;;8,4Kg;"60 Maanden";"Ingebouwde WiFi, HDBaseT aansluiting en Daisy Chain";"Geen HDMI kabel meegeleverd"
142717029;"Epson EB-PU1008W - 4K - 8500 Lumen - Verwisselbare lens";8715946697291;8715946697291;;"Grote zalen en evenementen";"1920 x 1200  WUXGA";"8500 ANSI Lumen";"2.500.000:1 ";;;;;;;;;28dB;"Nee (middels Dongle of Chromecast)";"54,5 x 43,6 x 18,9 cm";;;"16,3 kg";"36 Maanden";"Verschillende lenzen te gebruiken";"Standaard geen lens meegeleverd"
142768196;"Epson EB-PU1008B (zonder lens)";;8715946697291;;"Grote zalen en evenementen";"1920 x 1200  WUXGA";"8500 ANSI Lumen";"2.500.000:1 ";"Hangt van lens af";3LCD;30.000;"Horizontale en verticale keystone";⛔;16:10;"Interfaces: USB 2.0 Type A (2x), USB 2.0 Type B (Service Only), RS-232C, Ethernet interface (100 Base-TX / 10 Base-T), Wireless LAN IEEE 802.11a/b/g/n (optional), VGA in, DVI in, HDBaseT, Stereo mini jack audio out, HDMI (HDCP 2.3) Network Protocol: HTTPS";;28dB;"Nee (middels Dongle of Chromecast)";"54,5 x 43,6 x 18,9 cm";;;"16,3 kg";"36 Maanden";"Verschillende lenzen te gebruiken";"Standaard geen lens meegeleverd"
142898785;"Epson EB-PU2120W (zonder lens) - WUXGA - 20000 Lumen - Laser";8715946703152;8715946703152;;"Grote zalen en evenementen";"1920 x 1200  WUXGA";"20.000 ANSI Lumen";"2.500.000:1 ";"Hangt van lens af";3LCD;30.000;"Horizontale en verticale keystone";⛔;16:10;"HDMI (HDCP 2.3); VGA in; DVI in; HDBaseT; USB 2.0 Type A (2x); USB 2.0 Type B (Service Only); Stereo mini jack audio out; RJ-45 Wired Network";;34dB;Ja;"58x49x22 cm";;;24,5Kg;"36 Maanden";"Extreem hoog aantal Lumen (20.000)";"Vrij zwaar (24,5kg)"
142971743;"Epson EB-PU2216B (Zonder lens) - 4K - 16000 Lumen - Laser";8715946703237;8715946703237;;"Evenementen en Projecten";"1920 x 1200  WUXGA";"16.000 ANSI Lumen";"2.500.000:1 ";"Hangt van lens af";3LCD;30.000;"Horizontale en verticale keystone, digitaal en analoog";⛔;16:10;"HDMI (HDCP 2.3); VGA in; DVI in; HDBaseT; USB 2.0 Type A (2x); USB 2.0 Type B (Service Only); Stereo mini jack audio out; RJ-45 Wired Network;";;38dB;Ja;"58x49x22 cm";;;24,3Kg;"36 Maanden";"Extreem hoog aantal Lumen (16.000)";"Vrij zwaar (24,3kg)"
143168303;"Epson EB-L770U - 4K - 7000 Lumen - Laser";EPS-V11HA96080;8715946712956;EPS-V11HA96080;"Zakelijk gebruik";"1920 x 1200  WUXGA 4KE";"7000 ANSI Lumen";"2.500.000:1 ";"1.35:1 - 2.20:1";3LCD;30.000;"Horizontaal 40 °,  Verticaal 40 °.";⛔;16:10;"Interfaces. USB 2.0-A, USB 2.0 Type B (Service Only), RS-232C, HDMI in (2x), HDMI out, HDBaseT, Jack plug out, Ethernet interface (100 Base-TX / 10 Base-T) Epson iProjection App. Ad-Hoc / Infrastructure. Network Protocol. HTTPS, IPv6, SNMP, PJLink.";"27 ms";31dB;Ja;"44x30x12 cm";;;7,7Kg;"36 Maanden";"Hoog aantal lumen voor overdag";"Geen HDMI kabel meegeleverd"
143168622;"Epson EB-L775U - 4K - 7000 Lumen - Laser";8715946712963;8715946712963;EPS-V11HA96180;"Zakelijk gebruik";"1920 x 1200  WUXGA 4KE";"7000 ANSI Lumen";"2.500.000:1 ";"1.35:1 - 2.20:1";3LCD;30.000;"Horizontaal 40 °,  Verticaal 40 °.";⛔;16:10;"Interfaces. USB 2.0-A, USB 2.0 Type B (Service Only), RS-232C, HDMI in (2x), HDMI out, HDBaseT, Jack plug out, Ethernet interface (100 Base-TX / 10 Base-T) Epson iProjection App. Ad-Hoc / Infrastructure. Network Protocol. HTTPS, IPv6, SNMP, PJLink.";"27 ms";31dB;Ja;"44x30x12 cm";;;7,7Kg;"36 Maanden";"Hoog aantal lumen voor overdag";"Geen HDMI kabel meegeleverd"
143215013;"Optoma ZH350ST - Full HD - 3500 ANSI - Short Throw Laser Projector";"zh400-3500 Shortthrow";5055387666795;8262050;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"3500 ANSI Lumen";"300.000:1 ";0.49:1;Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:9;" Inputs 2 x HDMI 2.0. Outputs 1 x Audio 3.5mm, 1 x USB-A power 1.5A. Control 1 x RS232";"8,6 ms";32dB;"Nee (middels Dongle of Chromecast)";"76x22x11 cm";;;4,2Kg;"36 Maanden";"Volledig 3D";"Wifi via dongle of chromecast"
143739994;"Sony VPL-PHZ51";4548736142039;4548736142039;10445442;"Zakelijk gebruik";"1920 x 1200  WUXGA";"5300 ANSI Lumen";"∞:1 ";"1.23 - 1.97:1";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:10;" INPUT A RGB / Y PB PR input connector: Mini D-sub 15 pin (female) Audio input connector: Stereo mini jack INPUT B HDMI input connector: HDMI 19-pin, Digital RGB/Y PB PR, HDCP support Audio input connector: HDMI audio support INPUT C HDMI input connector:";"27 ms";28dB;"Nee (middels Dongle of Chromecast)";"42,2 x 33,8 x 12,9 cm";;;"6,8 Kg";"36 Maanden";"4K 60P input support";"Wifi via dongle of chromecast"
143744508;"Sony VPL-PHZ61";4548736142022;4548736142022;10445448;"Zakelijk gebruik";"1920 x 1200  WUXGA";"6400 ANSI Lumen";"∞:1 ";"1.23 - 1.97:1";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:10;" INPUT A RGB / Y PB PR input connector: Mini D-sub 15 pin (female) Audio input connector: Stereo mini jack INPUT B HDMI input connector: HDMI 19-pin, Digital RGB/Y PB PR, HDCP support Audio input connector: HDMI audio support INPUT C HDMI input connector:";"27 ms";28dB;"Nee (middels Dongle of Chromecast)";"42,2 x 33,8 x 12,9 cm";;;"6,8 Kg";"36 Maanden";"4K 60P input support";"Wifi via dongle of chromecast"
143744686;"Sony VPL-FHZ80";4548736132863;4548736132863;;"Grote zalen en evenementen";"1920 x 1200  WUXGA 4KE";"6000 ANSI Lumen";"∞:1 ";1.39-2.23:1;Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:10;"Audio In: Mini Jack Audio Out: Mini Jack Composite: BNC DVI Digital Input HDMI Network: RJ-45 RS232: DB-9pin USB VGA In: Dsub-15pin VGA Out: Dsub-15pin";"27 ms";34dB;"Nee (middels Dongle of Chromecast)";"49x46x19 cm";;;"13 Kg";"36 Maanden";"Veelzijdige installatie mogelijkheden";"Geen HDMI kabel meegeleverd"
143745301;"Sony VPL-FHZ85";4548736132849;4548736132849;" 10445439";"Grote zalen en evenementen";"1920 x 1200  WUXGA 4KE";"7300 ANSI Lumen";"∞:1 ";" 1.39-2.23:1";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:10;"Audio In: Mini Jack Audio Out: Mini Jack Composite: BNC DVI Digital Input HDMI Network: RJ-45 RS232: DB-9pin USB VGA In: Dsub-15pin VGA Out: Dsub-15pin";"27 ms";34dB;"Nee (middels Dongle of Chromecast)";"49x46x19 cm";;;"13 Kg";"36 Maanden";"Veelzijdige installatie mogelijkheden";"Geen HDMI kabel meegeleverd"
144346734;"Optoma GT2000HDR - Full HD - 3500 lumen - Short Throw Laser Projector";5055387666986;5055387666986;8429066;"Home Cinema & Gamen";"1920 x 1080 FULL HD";"3600 ANSI Lumen";"2.000.000:1 ";0.50:1;Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:9;"Inputs: 2 x HDMI 2.0 Outputs: 1 x Audio 3.5mm, 1 x USB-A power 1.5A Control: 1 x RS232";"4,2 ms";29dB;"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;"3,0 Kg";"36 Maanden";"Lange levensduur (30.000 uur)";"Netflix & Disney streamen via Chromecast of Mi Box S"
144656958;"Optoma HZ40HDR - Full HD - 4000 ANSI - Laser Projector";5055387667624;5055387667624;8429065;"Home Cinema & Gamen";"1920 x 1080 FULL HD";"4000 ANSI Lumen";"2.000.000:1 ";"1.48:1 ~ 1.62:1";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:9;"Inputs 2 x HDMI 2.0. Outputs 1 x Audio 3.5mm, 1 x USB-A power 1.5A. Control 1 x RS232";"4,2 ms";30dB;"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;"3,0 Kg";"36 Maanden";"HDR voor levendige beelden ";"Geen HDMI kabel meegeleverd"
144657343;"Optoma ZH450ST";"zh400-4200 Shortthrow";5055387666818;8396639;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"4200 ANSI Lumen";"300.000:1 ";0.49:1;Laser;30.000;" Verticaal 30 °.";⛔;16:9;" Mini Jack. HDMI 2.0 x 2. Network: RJ-45";"4,2 ms";32dB;"Nee (middels Dongle of Chromecast)";"76x22x11 cm";;;5,5Kg;"36 Maanden";"IP6X gecertificeerdt voor 24/7 onderhoudsvrij gebruik";"Wifi via dongle of chromecast"
144657372;"Optoma ZH350 - Full HD - 3600 lumen - Laser Projector";"zh400-3600 lumen";5055387666399;11841675;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"3600 ANSI Lumen";"300.000:1 ";"1.12 - 1,47 :1";Laser;;;⛔;16:9;"	 Inputs 2 x HDMI 2.0 Outputs 1 x Audio 3.5mm, 1 x USB-A power 1.5A Control 1 x RS232";"4,2 ms";32dB;"Nee (middels Dongle of Chromecast)";"76x22x11 cm";;;4,2Kg;"36 Maanden";"Volledig 3D";"Wifi via dongle of chromecast"
145043772;"Optoma ZH400 - 4000 lumen - Laser Projector";"zh400-4000 lumen";5055387643307;8396638;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"4000 ANSI Lumen";"300.000:1 ";"1.12 - 1,47 :1";Laser;30.000;" Verticaal 30 °.";⛔;16:9;"Inputs 2 x HDMI 2.0 Outputs 1 x Audio 3.5mm, 1 x USB-A power 1.5A Control 1 x RS232";"4,2 ms";32dB;"Nee (middels Dongle of Chromecast)";"76x22x11 cm";;;4,2Kg;"36 Maanden";"Volledig 3D";"Wifi via dongle of chromecast"
