Internal_ID;Short_title;Article_code;EAN;SKU;NL_Geschikt_voor;NL_Resolutie;NL_Helderheid;NL_Contrast;NL_Projectieverhouding_Throw_Ratio;NL_Projectietechnologie;NL_Branduren_gemiddeld;NL_Keystone_Opties;NL_Smart_functies;NL_Beeldverhouding_Aspect_Ratio;NL_Connectiviteit;NL_Input_Lag;NL_Geluidsniveau;NL_WIFI;NL_Afmetingen;NL_Minimale_Schermgrootte_Diagonaal;NL_Maximale_Schermgrootte_Diagonaal;NL_Gewicht;NL_Garantie;NL_plus;NL_min
145774381;"Optoma GT2100HDR - Full HD - 4200 lumen - Short Throw Laser Projector";5055387667006;5055387667006;8622299;"Home Cinema & Gamen";"1920 x 1080 FULL HD";"4200 ANSI Lumen";"2.000.000:1 ";0.50:1;Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";⛔;16:9;"Mini Jack. HDMI 2.0 x 2. Network: RJ-45. RS232: DB-9pin. USB";"4,2 ms";29dB;"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;"3,0 Kg";"36 Maanden";"Lange levensduur (30.000 uur)";"Netflix & Disney streamen via Chromecast of Mi Box S"
145967463;"XGIMI Halo+ - Full HD - 700 ISO - Android TV";WM03A;6935670504555;WM03A;"Home Cinema, Mobiel gebruik / onderweg";"1920 x 1080 FULL HD";"700 ISO lumen";"1.000:1 ";1.2:1;DLP;30.000;"Automatische keystone-correctie";✅;16:9;"HDMI USB Bluetooth Wi-Fi";"26,5 ms";30dB;Ja;"17x15x11 cm";;;1,6Kg;"24 Maanden";"Geluid van Harman Kardon";"Gebruik in verduisterde omgeving"
146043043;"Epson EH-LS11000W - 4K - 2500 Lumen";LS11000W-Wit;8715946700748;7235255;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2500 ANSI Lumen";"2.500.000:1 ";"1,35 - 2,84 :1";3LCD;30.000;"Keystone correctie, horizontaal. -30 - 30°. Keystone correctie, verticaal. -30 - 30°";⛔;16:9;"RS-232C, Ethernet, Trigger, USB Type A 2x, USB Type B (Mouse Control), HDMI x2";;29dB;"Ja (Apps middels Dongle of Chromecast)";"52x45x20 cm";;;"12,7 Kg";"36 Maanden";"Frame interpolation, 4K Super Resolution & HDR10+";"Geen native 4K"
146067931;"LG HU915QE";8806091746030;8806091746030;;"Home Cinema";"3840 x 2160    4K UHD";"3700 ANSI Lumen";"2.000.000:1 ";;;;;;;;;30dB;Ja;"68x34x12 cm";;;"13,1 Kg";"36 Maanden";"Hoog aantal lumen voor overdag";"Geen HDMI kabel meegeleverd"
146071369;"Viewsonic LS740HD";766907022605;766907022605;;"Grote zalen en Lichte ruimtes";"1920 x 1200  WUXGA";"5000 ANSI Lumen";"3.000.000:1 ";"1.13 - 1.47:1 ";Laser;20.000;"1.3x optical zoom, H/V keystone, 4 corner adjustment";✅;16:9;"HDMI 1.4 (x2, HDCP 1.4) 3.5mm Audio-Out. USB Type-A (5V/1.5A Out) for Power/Service. RS-232 Control Port (9 pin) DC Power In.";"49,5 ms";30dB;"Nee (middels Dongle of Chromecast)";"40x28x15 cm";;;"4,7 Kg";"36 Maanden";"Portret modus";"Weinig aansluitpoorten"
146499759;"Optoma ZK430ST";8673112;5055387667723;8673112;"Kantoor, School en Thuis";"3840 x 2160  4K UHD";"3500 ANSI Lumen";"300.000:1 ";0.49:1;Laser;30.000;"Digital Keystone; Horizontal & Vertical";⛔;16:9;"1 x MiniJack 3.5 mm AUDIO OUT 1 x RS-232C (D-Sub 9 pin) 1 x USB 2.0 (1.5A) 1 х RJ45 Ethernet 100Mbit OUT 2 x HDMI";"8,2 ms";32dB;"Nee (middels Dongle of Chromecast)";"76x22x11 cm";;;4,2Kg;"24 Maanden";"Volledig 3D";"Wifi via dongle of chromecast"
146689616;"Epson EH-LS650B - 4K - 3600 Lumen";LS650-Zwart;"8715946718453 ";;"Home Cinema";"3840 x 2160    4K UHD";"3600 ANSI Lumen";"2.500.000:1 ";"0,25 - 0,62:1";Laser;30.000;"Geometric correction";✅;16:9;"HDMI 2.0 (x2; HDMI 2 eARC; HDCP 2.3) - USB 2.0 type A (x2; 5V/1.5A power delivery/service) - USB 2.0 type A (2A power delivery) - Micro USB (service) - S/PDIF (Optical output)";24ms;27dB;Ja;"46x40x14 cm";;;"7,2 Kg";"36 Maanden";"Ingebouwde Yamaha Soundbar";Geen
146690346;"Epson EH-LS650W - 4K - 3600 ANSI Lumen";"LS123- LS650 ";8715946718446;;"Home Cinema";"3840 x 2160    4K UHD";"3600 ANSI Lumen";"2.500.000:1 ";"0,25 - 0,62:1 ";Laser;30.000;"Geometric correction";✅;16:9;"HDMI 2.0 (x2; HDMI 2 eARC; HDCP 2.3) - USB 2.0 type A (x2; 5V/1.5A power delivery/service) - USB 2.0 type A (2A power delivery) - Micro USB (service) - S/PDIF (Optical output)";24ms;27dB;Ja;"46x40x14 cm";;;"7,2 Kg";"36 Maanden";"Ingebouwde Yamaha Soundbar";"Geen HDMI kabel meegeleverd"
146855061;"Viewsonic LS710-4KE";766907026825;766907026825;;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3500 ANSI Lumen";"3.000.000:1 ";"1.06 - 1.45:1 (120 inch 3,0 - 3,6 m)";Laser;25.000;"V lens shift, 1.36x optical zoom, H/V keystone, and 4 corner adjustment";✅;16:9;"INPUT. HDMI: (HDMI 2.0/ HDCP 2.2) OUTPUT. Audio-out (3.5mm): Audio-out (HDMI ARC): ... CONTROL. RS232 (DB 9-pin male): USB Type A (Services)";"4,2 ms";27dB;"Nee (middels Dongle of Chromecast)";"28x21x12 cm";;;"3,3 Kg";"24 Maanden";"H/V Keystone Correctie";"Geen ingebouwde appstore "
147027037;"Optoma UHZ35ST - 4K - 3500 lumen - Ultra Short Throw Laser Projector";5055387667730;5055387667730;8673114;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3500 ANSI Lumen";"500.000:1 ";"0.49:1 ";Laser;30.000;"horizontaal en verticaal, +/-15";;16:9;"HDMI 2.0b (x2; HDCP 2.2, eARC input 2) USB 2.0 Type A (power delivery 5V/1.5A) RS232. RJ45 network port. 3.5mm Audio Out.";"4,4 ms";30dB;"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;"3,0 Kg";"36 Maanden";"Milieu vriendelijk ontwerp";"Apps via Chromecast of dongle"
147032321;"Optoma UHZ66 - 4K - 4000 lumen - Laser Projector";;5055387667716;8678131;"Home Cinema & Kantoor";"3840 x 2160    4K UHD";"4000 ANSI Lumen";"500.000:1 ";1.40:1;Laser;30.000;"horizontaal + verticaal, +/-30°.";⛔;16:9;"2x HDMI 2.0 input - 1.5A USB Type A - 3.5mm stereo minijack output - RS-232C ";"4,4 ms";"28 dB";"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;"3,0 Kg";"36 Maanden";"Milieu vriendelijk ontwerp";"Geen HDMI kabel meegeleverd"
147032677;"Optoma ZH462";8673116;5055387666665;8673116;"Grote zalen en Lichte ruimtes";"1920 x 1080 FULL HD";"5000 ANSI Lumen";"300.000:1 ";"1.12 - 1.47 :1";Laser;20.000;"Digital Keystone; Horizontal & Vertical";⛔;16:9;"2 x HDMI 2.0. Outputs 1 x Audio 3.5mm, 1 x USB-A power 1.5A. Control 1 x RS232, 1 x RJ45";"15 ms";28dB;"Nee (middels Dongle of Chromecast)";"27 x 21 x 11 cm";;;3,0Kg;"36 Maanden";"Geschikt voor Kantoor en Home Cinema";"Geen HDMI kabel meegeleverd"
147133693;"Epson EH-TW6250 - 4K - 2800 Lumen";8715946710631;8715946710631;EPS-V11HA73040;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"2800 ANSI Lumen";"35.000:1 ";"1.32:1 tot 2.15:1";Lamp;10.000;"Verticale/Horizontale Keystone-correctie";✅;16:9;"HDMI 1(ARC) - Audio out 3,5mm - Service";"20 ms";33dB;"Nee (middels Dongle of Chromecast)";"33x27x13 cm";;;4,1Kg;"36 Maanden";"Goede prijs kwaliteit verhouding";"Geluid uit de beamer is niet heel sterk"
147133719;"Epson CO-FH01 - FHD - 3000 Lumen";"8715946706825 ";8715946706825;EPS-V11HA84040;"Home Cinema";"1920 x 1080 FULL HD";"3000 ANSI Lumen";"20.000:1 ";"1.27 - 1.71:1";3LCD;20.000;"Horizontale en verticale keystone";⛔;16:9;" 1 x HDMI, 1 x USB 2.0 Type-A ";"16 ms";28dB;"Nee (middels Dongle of Chromecast)";"27x21x08 cm";;;2,4Kg;"24 Maanden";"Groot en Helder beeld ";"Geen 4K Beamer"
148437639;"Formovie Theater EOL";6971310421158;6971310421158;;"Home Cinema";"3840 x 2160    4K UHD";"1800 ISO Lumen";"3.000:1 ";"0.23 :1";"Triple Laser";30.000;"Geometric correction";✅;16:9;"3x HDMI 2.1 (1x eARC) - 1x optical out (multi-channel), 1x 3.5mm out - 2x USB - RJ-45 - Wi-Fi";16ms;26dB;Ja;"55x35x11 cm";;;"9,8 Kg";"36 Maanden";"Bowers en Wilkins Soundbar";"Afstand tot scherm is best groot voor een UST projector"
148442328;"Optoma ZK450 - 4K - 4200 lumen - Laser Projector";5055387667709;5055387667709;8693668;"Home Cinema & Kantoor";"3840 x 2160    4K UHD";"4200 ANSI Lumen";"300.000:1 ";"1.4:1 ~ 2.24:1";Laser;30.000;"Digital Keystone; Horizontal & Vertical";⛔;16:9;" 2x HDMI 2.0 ; Uitgangen, 1x 3.5mm audio 1x USB-A 1x RJ45 1x RS-232";"4.2 ms";32dB;"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;3,5Kg;"36 Maanden";"Hoog aantal lumen voor overdag";"Wifi via dongle of chromecast"
149643973;"Panasonic PT-VMZ71";5025232923267;5025232923267;;"Grote zalen en Lichte ruimtes";"1920 x 1200  WUXGA (met 4K Support)";"7000 ANSI Lumen";"3.000.000:1 ";1.09–2.21:1;Laser;30.000;"Horizontale en verticale keystone";⛔;16:10;"USB, LAN, RJ-45, D-sub 9-pin (female), M3 stereo mini-jack x 2, HDMI 19-pin x 2, D-sub 15-pin";46ms;"38 dB (NORMAL/ECO), 28 dB (QUIET)";Ja;"40x35x14 cm";;;"7,0 Kg";"36 Maanden";"Gratis Software en Apps";"Geen HDMI kabel meegeleverd"
149840706;"Panasonic PT-VMZ61B";5025232923328;5025232923328;;"Grote zalen en Lichte ruimtes";"1920 x 1200  WUXGA (met 4K Support)";"6200 ANSI Lumen";"3.000.000:1 ";1.09–2.21:1;Laser;30.000;"Horizontale en verticale keystone";⛔;16:10;"USB, LAN, RJ-45, D-sub 9-pin (female), M3 stereo mini-jack x 2, HDMI 19-pin x 2, D-sub 15-pin";46ms;"38 dB (NORMAL/ECO), 28 dB (QUIET)";Ja;"40x35x14 cm";;;"7,0 Kg";"36 Maanden";"Gratis Software en Apps";"Geen HDMI kabel meegeleverd"
149841411;"Panasonic PT-VMZ51";5025232923342;5025232923342;;"Grote zalen en Lichte ruimtes";"1920 x 1200  WUXGA (met 4K Support)";"5200 ANSI Lumen";"3.000.000:1 ";1.09–2.21:1;Laser;20.000;"Verticaal: ±25 °, Horizontaal: ±35 °";⛔;16:10;"USB, LAN, RJ-45, D-sub 9-pin (female), M3 stereo mini-jack x 2, HDMI 19-pin x 2, D-sub 15-pin";"46 Ms";"38 dB (NORMAL/ECO), 28 dB (QUIET)";Ja;"40x35x14 cm";;;"7,0 Kg";"36 Maanden";"Gratis Software en Apps";"Geen HDMI kabel meegeleverd"
153531931;"Epson EB-810E - 4K - 5000 Lumen - Laser";TER123RES-Wit;8715946718156;EPS-V11HA99080;"Zakelijk gebruik";"1920 x 1200  WUXGA (met 4KE Support)";"5000 ANSI Lumen";"2.500.000:1 ";"0,16 - 0,40:1";;;"horizontale en verticale keystone correctie";;"16:9 - 21:9";"Interfaces. USB 2.0-A (2x), USB 2.0 Type B (Service Only), RS-232C, Ethernet interface (100 Base-TX / 10 Base-T), Wireless LAN IEEE 802.11a/b/g/n/ac, HDMI in (2x), HDMI out, HDBaseT, Miracast. Epson iProjection App. Ad-Hoc / Infrastructure. Network Protoc";"19,4 ms";30dB;Ja;"70x35x16 cm";;;12,5Kg;"36 Maanden";"Werkt met systemen als AMX, Extron, Crestron & Control4";"Geen beugel bijgeleverd"
153655712;"JMGO N1S Ultimate ";6959422615542;6959422615542;J92-5D5e;"Home Cinema & Onderweg";"3840 x 2160    4K UHD";"3500 ANSI Lumen";"1.600:1 ";" 1.2:1";"Triple Laser";30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"one HDMI 2.1 port, another HDMI 2.1 port with ARC, a USB 2.0 port, and a 3.5mm jack";"20,4 ms";"27 dB";Ja;"24x24x21 cm";;;4,5Kg;"24 Maanden";"Strak design";"Geen Accu "
153658401;"Epson QB1000B - 4K - 3300 Lumen - Laser";QB1000W-Zwart;8715946733548;EPS-V11HB23180;"High End Home Cinema";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"5.000.000:1   ";"1,35 - 2,84 :1";"3LCD Laser met 20.000 uur onderhoudsvrije werking";20.000;"Verticale keystone correctie: Handmatig - Horizontale keystone correctie: Handmatig - Verticale lens shift +96,3% / -96,3% - Horizontale lens shift +47,1% / -47,1%";"Nee (middels Dongle of Chromecast)";16:9;"12-Volt Trigger Audio Out: Mini Jack HDMI 2.3 (HDCP) x 2 Network: RJ-45 RS232: DB-9pin USB x 2";"4K@120Hz gaming, 20ms en Auto Low Latency Mode (ALLM)";"30 / 22 dB (ECO MODUS)";"Nee (middels Dongle of Chromecast)";"52 x 44,7 x 19,3 cm";;;"12,8 Kg";"60 Maanden op de beamer of 12.000 uur (welke eerst komt).";"Epson VRX Cinema lens behaalt optimale scherpte van hoek tot hoek";"Valt in het wat duurdere segment"
153658617;"Epson QB1000W - 4K - 3300 Lumen - Laser";QB1000W-Wit;8715946733531;EPS-V11HB23080;"High End Home Cinema";"3840 x 2160    4K UHD";"3300 ANSI Lumen";"5.000.000:1   ";"1,35 - 2,84 :1";"3LCD Laser met 20.000 uur onderhoudsvrije werking";20.000;"Verticale keystone correctie: Handmatig - Horizontale keystone correctie: Handmatig - Verticale lens shift +96,3% / -96,3% - Horizontale lens shift +47,1% / -47,1%";"Nee (middels Dongle of Chromecast)";16:9;"12-Volt Trigger Audio Out: Mini Jack HDMI 2.3 (HDCP) x 2 Network: RJ-45 RS232: DB-9pin USB x 2";"4K@120Hz gaming, 20ms en Auto Low Latency Mode (ALLM)";"30 / 22 dB (ECO MODUS)";"Nee (middels Dongle of Chromecast)";"52 x 44,7 x 19,3 cm";;;"12,8 Kg";"60 Maanden op de beamer of 12.000 uur (welke eerst komt).";"Epson VRX Cinema lens behaalt optimale scherpte van hoek tot hoek";"Valt in het wat duurdere segment"
153680015;"Optoma HZ146X-W - Full HD - 3800 lumen - Laser Projector";8694329;5055387668201;8694329;"Home Cinema & Kantoor";"1920 x 1080 FULL HD";"3800 Lumen";"2.000.000:1 ";"1,48 - 1,62:1 ";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";"Nee (middels Dongle of Chromecast)";16:9;"2 x HDMI 2.0 Outputs 1 x Audio 3.5mm, 1 x USB-A Power 1.5A Control 1 x RS232";"8,6 ms";"30 / 27dB (Eco)";"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;3,5Kg;"2 jaar garantie op de beamer. ";"34% Lichter voor een Kleine Ecologische Afdruk";"Geen dongle meegeleverd"
153807576;"XGIMI MoGo 3 Pro Google TV - 450 ISO";XN13A;6935670504753;XN13A;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"400 ANSI Lumen";"2.000.000:1 ";1.2:1;LED;30.000;"Auto Keystone & Scherpstellen ";JA;16:9;"1x micro HDMI 1x  USB-A";"71 ms";"26 dB";Ja;"29x15x14 cm";;;1,1Kg;"24 Maanden";"Ingebouwde mediaspeler en apps";"Weinig aansluitpoorten"
153807848;"XGIMI Elfin Flip - FHD - 400 ISO - Google TV";WK03C-1;6935670508577;WK03C-1;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"400 ANSI Lumen";"200.000:1 ";1.2:1;LED;30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"Input. HDMI x 1. USB x 1. DC x 1";"72 ms";"26 dB";Ja;"19x19x48 cm";;;"0,9 Kg";"36 Maanden";"Auto Keystone & Scherpstellen ";"Weinig aansluitpoorten"
153808052;"Samsung Premiere LPU9D (2024)";8806094576351;8806094576351;;"Home Cinema & Smart TV";"3840 x 2160    4K UHD";"2800 ANSI Lumen";"2.000.000:1 ";0,25:1;"Triple Laser";30.000;"Horizontale en verticale keystone";Ja;16:9;"3 HDMI ports (one with eARC), one USB-A 2.0 port, one LAN port, one Optical port, and one Ex-Link (RS-232C) port";"53 ms";"27 dB";Ja;"55x36x14 cm";;;"9,5 Kg";"24 Maanden of 10.000 branduren";"Dicht op de muur te plaatsen";"Helaas niet in zwart verkrijgbaar"
153808286;"Samsung Premiere LPU7D (2024)";8806094576351;8806094576351;;"Home Cinema & Smart TV";"3840 x 2160    4K UHD";"2200 ANSI Lumen";"2.000.000:1 ";0,27:1;"Triple Laser";30.000;"Horizontale en verticale keystone";Ja;16:9;"3 HDMI ports (one with eARC), one USB-A 2.0 port, one LAN port, one Optical port, and one Ex-Link (RS-232C) port";"53 ms";"27 dB";Ja;"54x36x16 cm";;;9,5Kg;"24 Maanden of 10.000 branduren";"Betere Zwartwaarden dan voorganger";"Helaas niet in zwart verkrijgbaar"
153985518;"Epson EF-21W Wit - FHD - 1000 Lumen";EPS-V11HB35040;8715946735016;EPS-V11HB35040;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"1000 ANSI Lumen";"5.000.000:1 ";1.0:1;Laser;30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"Video ingangen	1x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) Data poorten	1x USB 2.0 (type-A)";"32 ms";"27 dB";Ja;"19,7 x 19,1 x 11,3 cm";;;"2,2 Kg";"24 Maanden of 10.000 branduren";"Stream al je favoriete content via de ingebouwde Google TV met Chromecast";test
154021973;"Epson EF-21G Groen - FHD - 3000 Lumen";8715946735023;8715946735023;EPS-V11HB35340;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"1000 ANSI Lumen";"5.000.000:1 ";1.0:1;Laser;30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"Video ingangen	1x HDMI 2.0 Audio uitgangen	1x Headphone out (3.5mm jack) Data poorten	1x USB 2.0 (type-A)";"32 ms";"27 dB";Ja;"19,7 x 19,1 x 11,3 cm";;;"2,2 Kg";"24 Maanden of 10.000 branduren";"Stream al je favoriete content via de ingebouwde Google TV met Chromecast";test
154022179;"Epson - EF-22N Metallic Blauw ";EPS-V11HB38440;8715946735047;EPS-V11HB38440;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"1000 ANSI Lumen";"5.000.000:1 ";"1,00 :1";3LCD;30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"HDMI 2.1 - USB A - USB B Mini - Power ";"34 ms";"27 dB";Ja;"27x19x19 cm";;;2,5Kg;"24 Maanden of 3.000 branduren";"Strak design";"1000 Lumen te weinig voor lichte omgevingen"
154022472;"Epson EF-22B Metallic Zwart - FHD - 1000 Lumen";8715946735030;8715946735030;;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"1000 ANSI Lumen";"5.000.000:1 ";"1,00 :1";3LCD;10.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"HDMI 2.1 - USB A - USB B Mini - Power ";"34 ms";"27 dB";Ja;"27x19x19 cm";;;2,5Kg;"24 Maanden of 3.000 branduren";"Strak design";"1000 Lumen te weinig voor lichte omgevingen"
155117709;"Sony XW6100/B";XW6100-Zwart;4548736165816;10463093;"High End Home Cinema";"3840 x 2160    4K UHD";"2700 ANSI Lumen";"Oneindig:1 ";"1.35-2.84 ";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontale en verticale keystone";"Nee (middels Dongle of Chromecast)";16:9;"HDMI ports quantity, 2. HDMI version, 2.1. DVI port, N. Service port type, USB Type-A. USB 2.0 ports quantity, 1. Serial interface type, RS232";"21 ms";"30 dB";"Nee (middels Dongle of Chromecast)";"460 x 210 x 517 mm";;;"14,0 Kg";"60 Maanden";"XR Triluminos Pro";"Geen HDMI kabel meegeleverd"
155749271;"Sony XW6100/W";XW6100-Wit;4548736162457;;"High End Home Cinema";"3840 x 2160    4K UHD";"2700 ANSI Lumen";"Oneindig:1 ";"1.35-2.84 ";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontale en verticale keystone";"Nee (middels Dongle of Chromecast)";16:9;"HDMI ports quantity, 2. HDMI version, 2.1. DVI port, N. Service port type, USB Type-A. USB 2.0 ports quantity, 1. Serial interface type, RS232";"21 ms";"30 dB";"Nee (middels Dongle of Chromecast)";"460 x 210 x 517 mm";;;"14,0 Kg";"60 Maanden";"XR Triluminos Pro";"Geen HDMI kabel meegeleverd"
156432873;"Sony XW8100/W ";4548736162457;4548736162457;10463099;"High End Home Cinema";"3840 x 2160    4K UHD";"2700 ANSI Lumen";"Oneindig:1 ";"1.35-2.84 ";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontale en verticale keystone";"Nee (middels Dongle of Chromecast)";16:9;"HDMI ports quantity, 2. HDMI version, 2.1. DVI port, N. Service port type, USB Type-A. USB 2.0 ports quantity, 1. Serial interface type, RS232";"21 ms";"30 dB";"Nee (middels Dongle of Chromecast)";"460 x 210 x 517 mm";;;"14,0 Kg";"60 Maanden";"XR Triluminos Pro";"Geen HDMI kabel meegeleverd"
156778655;"Stobe Titanic Incl. Bioscoop Pakket en Projectiedoek";;;;"Home Cinema";"1280x720P HD";"150 ANSI Lumen";1000:1;-;Led;40.000;;;"16:9 of 4:3.";Hdmi;;"30-45 dB";Nee;"10x14x15 cm";;;0,9Kg;"36 Maanden";"Strak design";"werkt verslavend ;)"
156810216;"Optoma UHZ68LV - 4K - 5000 lumen - Laser Projector";UHZ68-Zwart;5055387668652;11540173;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"5000 ANSI Lumen";" 3,200,000:1";"1.2:1 ~ 1.92:1";DLP;30.000;"Horizontale en verticale keystone";✅;16:9;"3 x HDMI 3 x USB Type-A 1x 3,5 mm mini jack uitgang 1 x netwerk aansluiting";8.50ms;"31 dB";Nee;"49,8x17,1x33,1 cm";;;"9,2 Kg";"36 Maanden";"5000 ANSI Lumen";"Geen ingebouwde Smart TV"
157034926;"Formovie Theater Premium";Formovie1-Premium;6971310422339;;"Home Cinema";"3840 x 2160    4K UHD";"2200 ISO Lumen";"3.000:1 ";"0.21: 1";"Triple Laser";30.000;8-punts/4-punts;✅;16:9;"3xHDMI 2.1 (1 met eARC), 1x S/PDIF, 1x LAN, 1x Line Out ";16ms;26dB;Ja;"55x35x11 cm";;;"9,8 Kg";"36 Maanden";"Bowers en Wilkins Soundbar";Geen
157048715;"Formovie Cinema Edge";Formovie1-Edge;6971310421912;;"Home Cinema & Smart TV";"3840 x 2160    4K UHD";"1900 ISO Lumen";"3.000:1 ";"0.21: 1";"Triple Laser";30.000;8-punts/4-punts;✅;16:9;"3xHDMI 2.1 (1 met eARC), 1x S/PDIF, 1x LAN, 1x Line Out ";16ms;26dB;Ja;"55x35x11 cm";;;"9,8 Kg";"36 Maanden";"Bowers en Wilkins Soundbar";Geen
157049563;"Optoma PH31UST - Full HD - 650 ANSI - Ultra Short Throw Laser Projector";E3PS001E111;5055387668928;11540171;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"650 Ansi Lumen";"800:1 ";0,25:1;Laser;25.000;"Horizontaal 30 °,  Verticaal 30 °.";"Ingebouwde mediaspeler en apps";16:9;"Inputs 1 x HDMI 2.0, 1 x USB-C power. Outputs 1 x USB-A";"27 ms";"26 dB";Ja;"25x16x6 cm";;;"2,7 Kg";"36 Maanden";"Google TV voor directe toegang tot populaire apps en streamingdiensten";"Had ook in een 4K versie kunnen komen"
157050545;"Viewsonic LX700-4KE";0766907029659;0766907029659;6797639;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"5200 ANSI Lumen";"3.000.000:1 ";"1,36 – 2,18:1";Laser;25.000;"V lens shift, 1.36x optical zoom, H/V keystone, and 4 corner adjustment";✅;16:9;"HDMI 2.0, USB-C, USB-A, audio-uitgang, RJ45";"4,2 ms";27dB;"Nee (middels Dongle of Chromecast)";"28x21x12 cm";;;"3,3 Kg";"24 Maanden";"Flexibele installatie dankzij lensverschuiving en zoom";"Moet best ver van het doek geplaatst worden"
157053141;"JMGO N1S Ultra";6959422615375;6959422615375;92-5D5;"Home Cinema ";"3840 x 2160    4K UHD";"3000 ANSI Lumen";"1.600:1 ";" 1.2:1";"Triple Laser";30.000;"Auto Keystone & Scherpstellen ";Ja;16:9;"one HDMI 2.1 port, another HDMI 2.1 port with ARC, a USB 2.0 port, and a 3.5mm jack";"20,4 ms";"27 dB";Ja;"24x24x21 cm";;;4,5Kg;"24 Maanden";"110% Rec.2020 Kleurenbereik ";"Geen Accu "
157054125;"BenQ GP520 ";4718755094699;4718755094699;;"Home Cinema & Onderweg";"3840 x 2160    4K UHD";"2600 ANSI Lumen";"600.000:1 ";1,2:1;LED;30.000;"Horizontale en verticale keystone";Ja;16:9;"Audio Out: Mini Jack. DisplayPort. HDMI 2.3 (HDCP) x 2. USB x 2";"17,9 ms";"28 dB";Ja;"22 x 22,5 x 14,5 cm";;;"3 Kg";"24 Maanden";"Auto Cinema Mode met Wall Color Correction";"Geen HDMI kabel meegeleverd"
157055540;"BenQ W5800 ";4718755092978;4718755092978;;"Home Cinema";"3840 x 2160    4K UHD";"2400 ANSI Lumen";"3000000:1 ";-;;;;;;;;30dB;Ja;"26x27x16 cm";;;6,5Kg;"36 Maanden";"Strak design";test
157057264;"BenQ TK710STi ";4718755093555;4718755093555;BNQ-9H.JSK77.17E;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3200 ANSI Lumen";"500.000:1 ";"0.69 – 0.83:1";LED;30.000;"Horizontaal 40 °,  Verticaal 40 °.";"Ingebouwde mediaspeler en apps";16:9;"2x HDMI 2.0, USB, Audio-uitgang, RJ45 (Ethernet)";"16 ms (4K 60Hz), 4 ms (1080p 240Hz)";"29 dB";Ja;"31x24x11 cm";;;3,1Kg;"24 Maanden";"Verschillende game modes (FPS, SPG en RPG)";"Geen native 4K"
157083769;"BenQ TK710";4718755093548;4718755093548;BNQ-9H.JSJ77.17E;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3200 ANSI Lumen";"500.000:1 ";"1,15 - 1,5 :1";LED;30.000;"Horizontaal 40 °,  Verticaal 40 °.";"Ingebouwde mediaspeler en apps";16:9;"2x HDMI 2.0, USB, Audio-uitgang, RJ45 (Ethernet)";"16 ms (4K 60Hz), 4 ms (1080p 240Hz)";"29 dB";Ja;"31x24x11 cm";;;3,1Kg;"24 Maanden";"Verschillende game modes (FPS, SPG en RPG)";"Geen native 4K"
157084773;"BenQ GV50";4718755093692;4718755093692;;"Slaapkamer en donkere ruimtes";"1920 x 1080 FULL HD";"500 ANSI Lumen";"100.000:1 ";1,2:1;LED;30.000;"Horizontale en verticale keystone";"Auto Keystone & Scherpstellen ";16:9;"USB-A, HDMI, USB-C";"124 ms";"26 dB";Ja;"19x19x21 cm";;;"2,1 Kg";"24 Maanden";"360 graden geluid";"Enkel in donkere ruimtes te gebruiken"
